Line: 171, position 15: строк выравниваются по заданной позиции за счет
Line: 332609, position 53: Требуется определить
Line: 332610, position 63: вершин
Line: 332615, position 53: Требуется определить
Line: 332617, position 35: вершин
Line: 332620, position 24: вершин
Line: 332632, position 9: вершин
Line: 332639, position 22: вершин
Line: 332640, position 25: вершин
Line: 332649, position 36: вершин
Line: 332658, position 55: вершин
Line: 332668, position 22: вершин
Line: 332672, position 16: правильность идентификаторов
Line: 332702, position 9: вершин
Line: 332752, position 9: вершин
Line: 332760, position 4: вершин
Line: 332762, position 35: вершин
Line: 332763, position 51: вершин
Line: 332766, position 14: вершин
Line: 332768, position 28: вершин
Line: 332777, position 34: вершин
Line: 332778, position 39: вершин
Line: 332833, position 11: вершин
Line: 332840, position 35: вершин
Line: 332840, position 55: вершин
Line: 332844, position 40: вершин
Line: 332937, position 63: вершин
Line: 332979, position 24: вершин
Line: 332989, position 24: вершин
Line: 333011, position 42: Требуется определить
Line: 333061, position 25: вершин
Line: 333068, position 19: вершин
Line: 333256, position 53: Требуется определить
Line: 333574, position 21: вершин
Line: 333588, position 41: вершин
Line: 333605, position 36: вершин
Line: 333620, position 47: вершин
Line: 333628, position 48: вершин
Line: 333709, position 30: вершин
Line: 333712, position 34: вершин
Line: 333732, position 41: вершин
Line: 333770, position 45: вершин
Line: 333771, position 39: вершин
Line: 333773, position 33: вершин
Line: 333789, position 30: вершин
Line: 333789, position 52: вершин
Line: 333790, position 42: вершин
Line: 333806, position 49: вершин
Line: 334096, position 15: строк выравниваются по заданной позиции за счет
Line: 334228, position 12: имеются очереди из кафедр
Line: 334288, position 62: вершин
Line: 334374, position 7: вершин
Line: 334378, position 34: вершин
Line: 334382, position 53: Требуется определить
Line: 334383, position 63: вершин
Line: 334388, position 53: Требуется определить
Line: 334390, position 35: вершин
Line: 334393, position 24: вершин
Line: 334405, position 9: вершин
Line: 334412, position 22: вершин
Line: 334413, position 25: вершин
Line: 334422, position 36: вершин
Line: 334431, position 55: вершин
Line: 334441, position 22: вершин
Line: 334445, position 16: правильность идентификаторов
Line: 334475, position 9: вершин
Line: 334525, position 9: вершин
Line: 334533, position 4: вершин
Line: 334535, position 35: вершин
Line: 334536, position 51: вершин
Line: 334539, position 14: вершин
Line: 334541, position 28: вершин
Line: 334550, position 34: вершин
Line: 334551, position 39: вершин
Line: 334606, position 11: вершин
Line: 334613, position 35: вершин
Line: 334613, position 55: вершин
Line: 334617, position 40: вершин
Line: 334710, position 63: вершин
Line: 334752, position 24: вершин
Line: 334762, position 24: вершин
Line: 334784, position 42: Требуется определить
Line: 334834, position 25: вершин
Line: 334841, position 19: вершин
Line: 335029, position 53: Требуется определить
Line: 335347, position 21: вершин
Line: 335361, position 41: вершин
Line: 335378, position 36: вершин
Line: 335393, position 47: вершин
Line: 335401, position 48: вершин
Line: 335482, position 30: вершин
Line: 335485, position 34: вершин
Line: 335505, position 41: вершин
Line: 335543, position 45: вершин
Line: 335544, position 39: вершин
Line: 335546, position 33: вершин
Line: 335562, position 30: вершин
Line: 335562, position 52: вершин
Line: 335563, position 42: вершин
Line: 335579, position 49: вершин
Line: 335869, position 15: строк выравниваются по заданной позиции за счет
Line: 336001, position 12: имеются очереди из кафедр
Line: 336061, position 62: вершин
Line: 336147, position 7: вершин
Line: 336151, position 34: вершин
Line: 336155, position 53: Требуется определить
Line: 336156, position 63: вершин
Line: 336161, position 53: Требуется определить
Line: 336163, position 35: вершин
Line: 336166, position 24: вершин
Line: 336178, position 9: вершин
Line: 336185, position 22: вершин
Line: 336186, position 25: вершин
Line: 336195, position 36: вершин
Line: 336204, position 55: вершин
Line: 336214, position 22: вершин
Line: 336218, position 16: правильность идентификаторов
